user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
1845,50,Female,Mobile,1.580000043,13,13,8,1,1,0,1.669999957,72.12000275,1
1846,31,Female,Tablet,8.06000042,3,7,1,0,0,0,8.680000305,20.05999947,1
1848,59,Female,Mobile,13.81999969,3,13,2,1,0,1,9.18999958,40.24000168,1
1850,41,Female,Mobile,14.56000042,6,1,7,1,0,0,18.48999977,36.54999924,1
1851,51,Female,Mobile,25.63999939,14,3,7,0,0,1,13.47000027,89.98000336,1
1852,42,Female,Mobile,10.48999977,9,12,5,1,1,0,10.98999977,89.31999969,1
1855,48,Female,Mobile,13.35000038,6,5,1,1,1,1,14.10999966,59.40000153,1
1856,40,Male,Mobile,23.89999962,15,10,0,1,1,1,19.60000038,20.47999954,1
1857,55,Female,Desktop,7.860000134,14,0,7,1,0,1,5.909999847,89.84999847,1
1859,40,Female,Mobile,17.65999985,6,4,7,1,1,1,9.529999733,32.58000183,1
1860,33,Male,Mobile,23.02000046,12,4,8,0,1,1,21.54999924,95.33000183,1
1861,59,Female,Tablet,3.599999905,10,3,0,1,0,1,3.640000105,31.79000092,1
1862,25,Female,Mobile,15.28999996,19,3,6,0,0,1,14.36999989,32.08000183,1
1863,38,Female,Tablet,27.12999916,8,12,4,1,1,0,31.39999962,13.31000042,1
1864,18,Male,Mobile,26.43000031,5,14,7,0,0,1,13.89000034,22.22999954,1
1865,25,Female,Desktop,2.359999895,10,12,3,1,0,0,3.269999981,76.05000305,1
1867,49,Male,Tablet,13.85999966,14,8,6,1,0,1,14.60000038,38.65999985,1
1868,55,Male,Mobile,6,14,8,6,1,1,1,5.78000021,34.93999863,1
1869,22,Male,Desktop,22.17000008,2,12,7,0,1,1,20.94000053,41.84000015,1
1870,39,Female,Mobile,6.349999905,17,3,8,0,0,0,4.360000134,30.07999992,1
1871,51,Female,Mobile,11.05000019,15,9,5,0,0,0,11.10000038,60.77999878,1
1872,18,Female,Desktop,20.23999977,3,9,2,1,0,0,18.64999962,83.66000366,1
1873,43,Male,Mobile,14.97999954,3,3,4,0,0,1,14.5,0.939999998,1
1874,27,Female,Tablet,22.42000008,3,11,2,1,0,1,11.52000046,93.59999847,1
1875,47,Male,Mobile,28.87999916,3,6,9,0,0,0,18.21999931,11.80000019,1
1876,35,Male,Desktop,4.380000114,18,3,8,1,1,0,5.53000021,89.97000122,1
1879,25,Female,Tablet,13.02000046,3,14,9,1,1,0,8.739999771,78.73000336,1
1880,57,Male,Mobile,1.950000048,1,12,6,1,1,0,2.339999914,26.92000008,1
1881,29,Female,Desktop,4.940000057,10,8,6,0,0,0,3.900000095,2.829999924,1
1882,44,Female,Desktop,10.27000046,13,1,9,0,0,1,12.38000011,71.58000183,1
1883,25,Male,Mobile,10.92000008,9,4,3,0,1,1,6.409999847,82.18000031,1
1886,50,Male,Desktop,29.19000053,12,5,3,1,0,0,32.97000122,12.73999977,1
1887,18,Male,Mobile,18.37000084,19,14,8,1,0,0,16.39999962,34.70000076,1
1888,36,Female,Mobile,8.010000229,3,6,4,1,0,0,4.599999905,26.86000061,1
1889,48,Female,Mobile,10.5,19,1,5,1,0,0,10.77999973,72.30999756,1
1891,31,Female,Desktop,10.47000027,15,13,0,0,0,0,13.80000019,81.94999695,1
1892,22,Male,Tablet,20.52000046,13,3,6,1,1,0,29.51000023,61.18999863,1
1894,43,Female,Mobile,12.18000031,2,12,5,1,1,0,17.68000031,36.02000046,1
1895,45,Male,Desktop,5.320000172,11,1,3,1,1,1,7.429999828,50.75,1
1896,19,Male,Mobile,1.639999986,16,9,9,1,0,0,2.289999962,54.00999832,1
1897,23,Male,Mobile,7.349999905,14,3,7,0,1,0,5.480000019,23.70000076,1
1899,50,Female,Mobile,23.78000069,19,7,0,1,0,0,31.13999939,90.94999695,1
1900,58,Female,Mobile,4.260000229,7,10,8,1,0,0,4.21999979,39.08000183,1
1901,42,Male,Desktop,22,9,13,7,1,1,0,31.72999954,25.39999962,1
1902,30,Male,Mobile,12.18000031,4,0,1,0,0,1,17.02000046,30.70000076,1
1904,30,Female,Mobile,24.56999969,10,7,3,1,0,0,20.29999924,40.70999908,1
1905,48,Female,Mobile,17.80999947,3,13,9,1,0,1,11.27000046,91.19000244,1
1906,58,Male,Desktop,7.840000153,1,10,5,0,0,1,9.239999771,5.900000095,1
1909,51,Female,Desktop,6.849999905,15,13,3,1,0,0,9.270000458,65.09999847,1
1910,55,Male,Mobile,22.80999947,11,14,1,1,0,1,32.59000015,12.10999966,1
1911,21,Male,Desktop,21.56999969,13,9,8,1,0,1,23.03000069,98.13999939,1
1912,55,Female,Mobile,9.390000343,6,0,8,1,1,0,9.640000343,21.28000069,1
1913,36,Male,Desktop,2.799999952,5,7,4,1,0,1,3.769999981,70.97000122,1
1914,23,Female,Mobile,25.87999916,2,11,2,1,1,0,26.19000053,75.15000153,1
1915,51,Male,Mobile,10.10000038,17,4,2,1,0,1,14.14000034,75.98999786,1
1916,35,Male,Tablet,6.679999828,12,8,0,1,1,0,3.569999933,82.59999847,1
1918,58,Male,Mobile,27.39999962,14,8,2,1,0,1,36.56999969,9.600000381,1
1919,40,Female,Mobile,2.25999999,7,5,3,1,1,0,1.600000024,47.22000122,1
1922,18,Male,Desktop,13.34000015,9,6,2,1,0,1,10.68999958,99.05999756,1
1923,41,Male,Desktop,22.57999992,14,2,1,1,1,1,18.47999954,58.24000168,1
1924,24,Male,Mobile,29.01000023,17,6,0,1,1,1,35.75999832,67.27999878,1
1925,42,Female,Desktop,7.650000095,17,7,9,0,0,1,9.010000229,26.37999916,1
1926,38,Female,Mobile,5.170000076,13,4,1,1,1,1,4.889999866,45.83000183,1
1930,24,Male,Desktop,17.62000084,6,2,0,1,1,0,20.18000031,11.21000004,1
1932,38,Male,Desktop,23.42000008,6,7,4,1,0,0,31.54000092,62.31999969,1
1935,42,Male,Mobile,9.510000229,3,13,7,1,0,1,10.09000015,1.980000019,1
1936,50,Female,Tablet,19.54999924,15,5,4,1,0,0,15.80000019,88.77999878,1
1938,52,Female,Mobile,18.23999977,3,3,2,1,0,0,24.5,17.77000046,1
1939,55,Male,Mobile,13.18000031,5,14,1,0,0,1,16.04000092,96.27999878,1
1941,28,Female,Mobile,14.60999966,4,10,8,1,0,1,11.09000015,87.40000153,1
1942,52,Male,Tablet,21.04000092,9,9,6,0,0,1,30.92000008,89.69000244,1
1943,25,Female,Mobile,24.18000031,18,4,0,0,0,1,14.06000042,98.94000244,1
1944,31,Female,Desktop,15.31000042,10,2,0,0,0,1,20.48999977,4.070000172,1
1945,27,Female,Mobile,5.789999962,8,9,3,1,1,1,4.119999886,5.300000191,1
1946,19,Male,Mobile,13.02999973,13,4,1,1,0,1,11.63000011,19.06999969,1
1947,26,Male,Mobile,23.79999924,2,4,2,0,0,1,22.07999992,65.63999939,1
1949,38,Female,Mobile,21.20000076,11,4,0,1,1,0,22.19000053,49.56000137,1
1950,43,Male,Desktop,15.71000004,5,2,2,1,0,1,10.77999973,78.63999939,1
1951,25,Female,Mobile,8,18,14,6,0,0,0,4.239999771,18.57999992,1
1953,23,Female,Mobile,3.440000057,10,4,8,1,1,0,3.460000038,72.75,1
1954,45,Male,Mobile,16.21999931,2,8,9,1,0,0,13.97999954,0.769999981,1
1955,46,Male,Desktop,7.059999943,3,13,8,0,1,0,5.539999962,75.73999786,1
1956,43,Female,Mobile,2.940000057,5,1,7,1,0,0,3.890000105,67.62999725,1
1957,42,Female,Desktop,15.59000015,16,8,5,1,0,1,20.20000076,12.96000004,1
1958,29,Male,Mobile,15.48999977,10,2,0,0,1,0,20.54000092,24.38999939,1
1959,22,Male,Mobile,21.5,11,12,7,1,1,0,15.46000004,1.539999962,1
1961,54,Female,Mobile,22.11000061,16,6,8,1,0,0,32.84999847,39.70999908,1
1962,32,Male,Desktop,12.88000011,12,11,9,0,1,0,14.15999985,42.34000015,1
1964,32,Male,Mobile,17.72999954,11,0,2,0,0,0,21.31999969,35.22999954,1
1965,40,Female,Mobile,13.22999954,1,0,5,1,0,1,13.72999954,91.90000153,1
1966,23,Male,Desktop,18.31999969,5,7,7,0,0,1,22.20000076,6.46999979,1
1968,40,Female,Desktop,6.590000153,18,2,7,0,0,0,7.289999962,84.80000305,1
1970,32,Male,Mobile,2.549999952,5,14,7,1,1,0,2.809999943,70.54000092,1
1971,42,Male,Tablet,9.93999958,8,13,4,0,0,1,12.19999981,9.090000153,1
1972,53,Male,Desktop,9.359999657,15,2,6,1,0,1,9.770000458,15.97000027,1
1973,28,Female,Mobile,19.15999985,5,5,3,0,1,1,15.75,48.79999924,1
1974,32,Male,Desktop,4.809999943,13,6,2,1,1,0,3.890000105,40.04999924,1
1975,21,Female,Desktop,26.59000015,19,4,5,0,1,0,31.78000069,81.5,1
1976,38,Male,Mobile,25.03000069,2,2,8,1,1,0,29.12999916,93.93000031,1
1978,39,Male,Mobile,14.28999996,5,12,8,0,0,0,12.19999981,14.69999981,1
1979,36,Male,Mobile,28.05999947,6,4,2,1,1,1,31.43000031,68.62000275,1
1980,51,Female,Desktop,25.09000015,16,0,5,1,1,1,20.37999916,57.08000183,1
1981,31,Female,Mobile,15.47999954,2,11,4,0,0,1,22.64999962,37.02000046,1
1982,21,Female,Desktop,21.35000038,5,14,8,0,1,1,23.40999985,99.48000336,1
1983,44,Female,Tablet,17.44000053,15,8,5,0,1,1,19.04000092,45.59999847,1
1984,46,Male,Mobile,18.04999924,1,2,1,0,0,0,11.48999977,66.52999878,1
1985,45,Female,Mobile,10.60000038,19,1,3,1,0,1,11.76000023,50.27999878,1
1986,52,Female,Desktop,14.39999962,3,2,4,1,0,1,11.44999981,10.28999996,1
1987,25,Female,Desktop,3.269999981,19,6,8,0,0,1,3.109999895,14.10999966,1
1989,59,Female,Mobile,21.18000031,3,10,8,1,0,0,20.70999908,80.16999817,1
1991,47,Male,Mobile,28.93000031,15,9,0,0,0,0,17.34000015,6.699999809,1
1993,19,Female,Mobile,18.59000015,6,1,3,1,0,1,12.21000004,49.70999908,1
1994,30,Female,Tablet,6.389999866,17,13,5,1,0,0,8.409999847,13.40999985,1
1995,21,Male,Mobile,21.15999985,16,12,1,0,1,0,13.07999992,19.85000038,1
1997,42,Male,Desktop,9.260000229,1,10,3,0,1,1,13.60000038,70.98999786,1
1998,47,Female,Mobile,20.37999916,3,4,7,1,1,1,30.39999962,70.41000366,1
1999,28,Female,Desktop,10,6,8,5,0,0,1,14.80000019,60.25,1
2000,24,Female,Mobile,2.450000048,3,6,4,1,1,0,1.590000033,54.63000107,1
2003,56,Male,Mobile,2.829999924,11,5,6,0,1,0,3.49000001,80.05000305,1
2004,30,Male,Mobile,3.170000076,6,8,9,1,1,1,2.869999886,90.76000214,1
2005,48,Female,Desktop,8.300000191,6,0,2,1,1,1,7.329999924,31.17000008,1
2007,59,Female,Mobile,23.45000076,14,12,5,0,1,0,23.31999969,16.54000092,1
2008,59,Male,Desktop,10.32999992,11,4,8,0,0,1,12.81000042,5.630000114,1
2009,53,Male,Desktop,24.34000015,6,3,2,1,1,1,27.98999977,31.97999954,1
2011,21,Male,Desktop,15.28999996,15,9,1,1,1,0,12.97999954,51.75,1
2012,24,Male,Mobile,20.95000076,9,3,8,1,0,1,15.76000023,35.02000046,1
2013,18,Male,Mobile,19.90999985,11,3,8,1,1,0,27.57999992,17.17000008,1
2014,59,Male,Desktop,18.43000031,2,10,6,0,0,0,9.670000076,84.43000031,1
2015,30,Male,Mobile,27.81999969,6,11,8,1,0,0,18.71999931,50.79999924,1
2016,39,Female,Mobile,7.630000114,14,9,3,0,1,0,4.829999924,10.94999981,1
2017,38,Male,Mobile,15.31999969,14,12,9,0,1,1,22.20000076,7.53000021,1
2018,39,Male,Mobile,26.63999939,13,3,0,1,1,1,13.44999981,38.31999969,1
2019,45,Male,Mobile,3.25999999,5,2,0,1,1,1,1.659999967,90.80000305,1
2021,43,Female,Mobile,7.769999981,11,0,9,0,0,0,6.050000191,13.90999985,1
2022,26,Male,Desktop,19.36000061,7,1,2,1,0,1,20.52000046,24.65999985,1
2023,32,Female,Mobile,8.539999962,2,0,1,0,1,0,12.47999954,4.949999809,1
2024,27,Female,Mobile,6.519999981,12,13,3,1,1,0,6.289999962,83.18000031,1
2025,41,Female,Mobile,14.31000042,5,3,7,1,1,0,11.28999996,94.61000061,1
2026,59,Male,Mobile,18.79000092,2,4,2,0,1,1,24.75,7.78000021,1
2027,25,Male,Mobile,8.210000038,14,10,3,1,1,0,7.269999981,17.29999924,1
2028,41,Male,Mobile,9.720000267,7,14,1,0,0,0,6.239999771,17.11000061,1
2030,43,Female,Desktop,28.43000031,4,4,7,0,0,1,14.27999973,83.93000031,1
2032,54,Female,Mobile,23.70000076,16,10,9,1,1,0,26.89999962,96.93000031,1
2035,36,Male,Desktop,14.17000008,9,9,9,0,1,1,12.65999985,99.62999725,1
2036,53,Female,Desktop,24.40999985,1,5,2,1,1,1,21.87999916,82.70999908,1
2037,56,Female,Mobile,14.22999954,16,5,6,1,1,1,20.95999908,48.72000122,1
2038,27,Male,Mobile,25.55999947,17,11,0,1,0,1,30.04999924,10.85000038,1
2039,42,Male,Mobile,29.67000008,13,1,2,0,0,0,15.93000031,90.44000244,1
2040,35,Female,Desktop,3.089999914,6,1,8,0,0,0,2.230000019,54.20999908,1
2041,36,Male,Mobile,2.319999933,2,8,3,0,0,0,2.589999914,30.82999992,1
2042,53,Male,Tablet,5.340000153,8,11,0,1,0,1,6.480000019,45.11999893,1
2046,52,Male,Desktop,1.669999957,1,14,0,1,1,0,1.860000014,44.59999847,1
2047,51,Female,Mobile,10.15999985,14,8,1,1,0,1,10.78999996,42.63000107,1
2048,50,Male,Mobile,6.360000134,2,13,2,1,0,1,7.960000038,61.61000061,1
2049,38,Male,Mobile,28.01000023,8,5,1,0,0,1,35.90999985,1.419999957,1
2050,34,Female,Desktop,20.40999985,11,10,7,0,0,1,14.60000038,59.88000107,1
2051,39,Male,Mobile,27.45000076,5,14,5,0,1,1,27,59.31000137,1
2052,54,Female,Mobile,29.20000076,18,14,0,0,1,0,27.67000008,39.22999954,1
2055,45,Male,Desktop,6.619999886,5,11,8,1,0,1,9.56000042,34.47999954,1
2056,24,Female,Desktop,7.460000038,7,9,2,1,1,0,8,31.17000008,1
2057,49,Female,Mobile,21.54999924,2,4,0,0,0,1,16.97999954,46.31999969,1
2058,28,Female,Mobile,2.170000076,17,14,0,1,1,0,2.970000029,27.79999924,1
2060,26,Female,Mobile,18.63999939,11,10,5,1,0,1,15.27000046,56.49000168,1
2061,31,Female,Tablet,19.62000084,5,14,0,1,0,1,24.56999969,75.44000244,1
2062,30,Male,Mobile,20.29000092,13,3,6,1,0,1,26.94000053,74.54000092,1
2063,42,Male,Mobile,11.77999973,13,14,3,0,1,0,7.860000134,78.81999969,1
2064,19,Male,Mobile,24.37000084,8,9,6,1,1,0,35.13999939,86.91999817,1
2065,52,Male,Desktop,16.47999954,11,9,3,0,1,1,9.130000114,91.94999695,1
2066,24,Female,Mobile,4.059999943,8,2,3,1,1,1,3.789999962,38.36000061,1
2068,35,Male,Desktop,28.63999939,11,13,9,0,1,0,17.12000084,5.010000229,1
2070,59,Male,Desktop,12.35000038,7,0,7,1,0,0,17.34000015,58.70999908,1
2071,56,Female,Mobile,15.14000034,8,5,1,0,0,1,16.88999939,71.23000336,1
2072,58,Female,Desktop,5.25,6,12,7,0,1,0,7.699999809,43.59999847,1
2073,28,Female,Mobile,26.15999985,14,10,9,0,0,1,25.93000031,47.38000107,1
2074,56,Female,Mobile,9.239999771,7,10,0,1,0,0,11.85000038,54.31999969,1
2076,36,Male,Mobile,20.45999908,2,1,6,0,1,0,18.31999969,61.29999924,1
2077,21,Male,Mobile,18.34000015,18,1,5,0,0,0,18.62000084,81.12000275,1
2078,43,Male,Mobile,6.570000172,3,10,3,1,0,1,8.399999619,21.67000008,1
2079,55,Female,Desktop,7.400000095,14,7,4,0,1,1,6.179999828,20.57999992,1
2080,59,Male,Mobile,2.369999886,18,2,0,0,0,1,3.50999999,20.68000031,1
2081,49,Male,Tablet,7.980000019,13,8,1,1,0,0,9.850000381,0.479999989,1
2082,56,Male,Tablet,11.02000046,8,3,9,0,1,1,11.38000011,17.90999985,1
2084,57,Female,Mobile,11.63000011,15,5,1,1,1,1,13.27999973,45.38000107,1
2085,54,Male,Mobile,22.87999916,12,0,7,1,1,1,26.84000015,12.72000027,1
2086,50,Female,Desktop,13.73999977,14,10,6,0,0,0,16.20000076,41.59000015,1
2087,53,Female,Mobile,23.76000023,7,14,9,0,1,0,25.80999947,99.94999695,1
2088,20,Male,Mobile,29.30999947,12,9,7,1,0,0,26.38999939,50.34000015,1
2089,26,Female,Mobile,7.960000038,9,9,3,0,0,0,10.47999954,92.45999908,1
2090,25,Female,Mobile,26.01000023,10,2,0,0,0,1,19.71999931,70.19000244,1
2091,50,Female,Mobile,19.03000069,8,3,6,1,0,0,21.42000008,89.43000031,1
2092,23,Female,Mobile,24.70000076,2,4,0,0,0,0,24,62.56000137,1
2093,58,Female,Desktop,19.89999962,16,12,6,0,1,0,27.71999931,81.01000214,1
2097,19,Male,Mobile,16.53000069,6,4,0,0,0,0,10.35999966,26.75,1
2098,22,Female,Mobile,29.71999931,13,3,7,1,0,0,31.36000061,42.13999939,1
2099,44,Female,Desktop,22.39999962,19,9,3,1,0,1,31,65.12000275,1
2100,49,Male,Tablet,10.48999977,17,9,7,1,0,1,14.39000034,39.24000168,1
2102,25,Male,Mobile,23.29999924,18,7,2,1,0,0,22.87000084,79.22000122,1
2103,55,Male,Mobile,9.170000076,7,11,2,0,0,0,6.630000114,33.56000137,1
2104,25,Female,Tablet,1.409999967,14,7,3,1,0,1,1.970000029,22.77000046,1
2105,20,Female,Desktop,4.429999828,15,2,8,0,0,0,2.230000019,50.56000137,1
2106,20,Male,Desktop,26.44000053,8,12,8,1,1,1,18.98999977,0.839999974,1
2108,23,Male,Tablet,9.56000042,11,9,6,1,1,0,6.889999866,26.12999916,1
2109,19,Male,Mobile,9.270000458,3,14,8,1,1,1,13.65999985,92.26999664,1
2110,40,Female,Mobile,23.98999977,14,7,0,1,1,1,17.85000038,67.77999878,1
2111,19,Male,Desktop,28.19000053,8,6,1,1,1,0,24.30999947,54.86000061,1
2112,55,Male,Tablet,23.59000015,3,13,5,1,0,0,15.89999962,80.62999725,1
2113,34,Male,Mobile,18.55999947,18,8,2,1,1,0,26.47999954,99.33000183,1
2116,40,Female,Mobile,7.769999981,17,6,9,0,1,0,5.800000191,48.43999863,1
2117,47,Male,Mobile,24.43000031,8,1,7,0,1,0,26.52000046,53.95000076,1
2118,25,Male,Tablet,12.22000027,5,3,0,1,0,0,18.05999947,55.29999924,1
2119,39,Male,Desktop,25.18000031,12,11,8,0,0,0,37.11999893,54.90000153,1
2120,53,Female,Desktop,12.06999969,2,13,9,1,1,0,17.87999916,82.81999969,1
2121,22,Female,Desktop,24.89999962,17,11,5,0,1,0,22.07999992,40.45999908,1
2123,46,Male,Desktop,13.76000023,14,8,7,1,1,0,12.98999977,87.56999969,1
2125,33,Male,Mobile,3.039999962,9,4,8,1,1,1,3.099999905,18.95000076,1
2126,59,Male,Mobile,28.5,9,0,4,0,1,1,16.05999947,2.960000038,1
2128,33,Female,Desktop,15.72999954,12,8,7,0,1,1,21.79999924,12.43999958,1
2129,29,Male,Tablet,25.34000015,10,11,8,1,1,0,35.38000107,89.68000031,1
2131,33,Male,Desktop,16.14999962,18,1,4,1,1,1,12.96000004,70.56999969,1
2132,29,Male,Mobile,27.88999939,7,10,5,0,0,0,37.09000015,65.80000305,1
2133,25,Female,Desktop,2.880000114,13,9,8,0,1,0,2.029999971,71.40000153,1
2134,37,Female,Mobile,4.28000021,1,9,4,1,0,0,5.909999847,53,1
2137,47,Female,Desktop,14.46000004,9,0,9,0,0,1,20.12000084,37.75999832,1
2138,40,Male,Mobile,10.51000023,7,11,2,1,0,1,14.57999992,85.83999634,1
2139,45,Female,Tablet,12.73999977,10,3,8,1,1,1,18.05999947,45.86999893,1
2141,22,Female,Tablet,18.20999908,2,10,5,1,0,1,20.15999985,46.5,1
2142,37,Female,Desktop,29.92000008,18,12,4,0,1,1,19.68000031,77.55000305,1
2143,57,Female,Mobile,23.81999969,15,1,9,1,0,1,26.42000008,53.97999954,1
2144,18,Male,Mobile,8.93999958,6,9,1,1,1,1,12.89000034,47.08000183,1
2145,47,Male,Desktop,8.670000076,14,10,8,0,0,1,12.72000027,25.78000069,1
2146,38,Male,Desktop,10.73999977,18,8,9,0,1,0,13.18999958,91.15000153,1
2149,39,Male,Mobile,7.679999828,1,8,5,1,1,1,6.079999924,65.97000122,1
2150,35,Male,Tablet,27.23999977,14,0,8,1,1,1,17.72999954,50.81000137,1
2151,25,Male,Mobile,19.55999947,1,13,0,1,1,1,15.44999981,17.62000084,1
2152,56,Male,Mobile,7.579999924,1,6,3,1,1,1,10.97999954,37.59999847,1
2154,50,Female,Desktop,26.02000046,12,5,8,0,0,1,18.86000061,79.73999786,1
2155,33,Female,Desktop,26.92000008,15,5,4,0,0,1,18.64999962,10.25,1
2156,29,Male,Mobile,8.430000305,4,1,4,1,0,0,8.300000191,7.53000021,1
2157,55,Female,Mobile,13.18999958,10,14,2,1,1,0,17.10000038,85.34999847,1
2158,51,Female,Mobile,25.20000076,11,0,7,0,1,1,22.21999931,89.93000031,1
2159,31,Male,Mobile,23.36000061,6,9,6,1,0,1,14.02000046,29.42000008,1
2160,53,Male,Mobile,24.60000038,10,7,7,0,0,0,30.51000023,34.93000031,1
2162,40,Male,Mobile,27.43000031,3,1,7,1,0,0,26.86000061,12.69999981,1
2163,19,Female,Mobile,10.44999981,15,3,9,1,0,1,15.30000019,74.5,1
2164,58,Female,Desktop,5.539999962,16,12,3,0,0,0,5.380000114,37.00999832,1
2165,38,Female,Mobile,21.54999924,10,12,0,0,0,0,26.55999947,83.62000275,1
2166,19,Male,Mobile,16.63999939,11,3,3,1,0,1,10.96000004,87.84999847,1
2167,44,Female,Mobile,25.78000069,16,14,4,1,0,1,23.62999916,91.27999878,1
2169,18,Male,Tablet,25.46999931,14,10,7,0,1,1,21.60000038,78.88999939,1
2170,28,Male,Mobile,9.510000229,16,8,9,1,1,0,9.319999695,44.95000076,1
2171,20,Male,Mobile,19.98999977,14,11,5,0,1,0,13.47999954,2.690000057,1
2173,43,Female,Tablet,18.68000031,10,3,4,1,0,1,16.36000061,53.09000015,1
2174,21,Male,Mobile,21.79999924,17,3,2,1,1,0,30.45000076,36,1
2175,35,Male,Mobile,11.68999958,10,14,3,0,1,0,13.72999954,82.91000366,1
2176,23,Male,Tablet,7.25,10,14,5,0,0,1,4.909999847,56.31000137,1
2178,39,Male,Desktop,25.15999985,17,4,5,1,1,0,13.15999985,47.84999847,1
2180,39,Male,Desktop,8.319999695,15,11,7,1,1,0,12.27000046,86.30999756,1
2181,54,Male,Mobile,9.090000153,7,11,7,0,1,1,10.71000004,16.61000061,1
2182,59,Female,Mobile,28.52000046,2,7,5,1,1,0,40.68000031,10.02999973,1
2183,29,Male,Desktop,11.42000008,4,3,3,0,1,1,9.079999924,38.70000076,1
2184,59,Female,Mobile,1.100000024,18,2,1,1,1,1,1.019999981,6.550000191,1
2185,55,Female,Mobile,23.67000008,11,10,5,1,1,1,21.88999939,72.63999939,1
2186,35,Female,Mobile,21.28000069,5,0,5,0,0,0,13.02000046,44.75,1
2188,47,Male,Tablet,29.55999947,5,3,2,0,0,0,29.40999985,10.25,1
2189,41,Male,Mobile,18.62999916,2,8,1,0,0,1,18.45000076,92.73999786,1
2191,47,Female,Mobile,12.07999992,3,13,7,0,1,0,8.109999657,9.789999962,1
2193,23,Female,Mobile,8.069999695,19,5,2,0,1,0,6.989999771,9.470000267,1
2194,20,Female,Desktop,9.289999962,7,5,4,1,1,1,5.380000114,64.43000031,1
2195,33,Female,Desktop,4.550000191,19,9,8,0,1,0,3.140000105,21.81999969,1
2196,24,Male,Mobile,23.01000023,4,2,7,0,1,1,17.31999969,47.99000168,1
2197,31,Female,Tablet,18.27000046,14,9,9,0,1,1,12.39000034,86.01999664,1
2198,26,Male,Mobile,18.65999985,19,8,6,1,1,1,13.85000038,82.48000336,1
2200,38,Male,Tablet,19.87999916,7,9,1,0,0,1,20.62999916,8.869999886,1
2202,19,Female,Tablet,11.38000011,1,0,2,1,1,1,7.579999924,21.03000069,1
2203,44,Male,Mobile,24.23999977,12,1,5,0,1,0,13.18999958,78.15000153,1
2204,19,Male,Mobile,11.10999966,19,14,6,1,0,0,9,43.45000076,1
2205,52,Male,Mobile,22.98999977,6,14,2,0,1,0,29.19000053,15.44999981,1
2206,35,Female,Mobile,1.980000019,13,3,2,1,1,0,2.099999905,97.41999817,1
2207,31,Female,Desktop,16.97999954,6,3,2,1,0,1,8.670000076,5.559999943,1
2209,35,Male,Desktop,29.45999908,15,9,2,0,0,1,17.79000092,81.19999695,1
2210,27,Female,Mobile,9.170000076,16,5,6,1,0,0,8.619999886,45.27000046,1
2211,42,Male,Mobile,13.80000019,8,14,4,0,1,0,20.69000053,93.80999756,1
2214,50,Male,Desktop,17.48999977,12,0,7,0,1,0,22.71999931,0.180000007,1
2215,53,Male,Mobile,12.17000008,19,9,1,1,0,1,11.5,21.70999908,1
2216,48,Female,Desktop,4.269999981,17,8,2,1,1,0,6.349999905,65.73000336,1
2217,31,Female,Mobile,28.45999908,3,3,1,1,0,0,22.98999977,72.33000183,1
2219,33,Female,Desktop,9.199999809,17,4,1,1,0,1,6,25.73999977,1
2220,20,Female,Desktop,11.15999985,6,6,4,0,0,0,9.710000038,71.62999725,1
2221,52,Male,Mobile,8.850000381,19,2,9,1,0,0,7.050000191,17.26000023,1
2222,58,Female,Mobile,18.45000076,12,14,8,1,1,1,20.37999916,76.70999908,1
2223,23,Female,Mobile,27.96999931,4,2,7,0,0,1,15.11999989,78.66000366,1
2224,42,Female,Mobile,25.84000015,12,7,7,1,1,1,20.94000053,44.11000061,1
2225,30,Male,Desktop,14.35000038,2,0,2,0,1,1,7.239999771,19.36000061,1
2227,25,Female,Mobile,13.27000046,16,7,1,0,0,0,17.52000046,85.34999847,1
2228,38,Female,Mobile,8.319999695,12,2,6,1,1,0,10.39999962,52.95000076,1
2229,51,Male,Desktop,29.52000046,16,0,3,1,0,0,36.72999954,46.11000061,1
2230,21,Male,Mobile,9.81000042,14,8,9,1,0,0,8.369999886,97.91999817,1
2231,42,Male,Desktop,10.39000034,1,3,4,0,1,1,12.46000004,53.74000168,1
2232,32,Male,Mobile,29.70000076,9,6,0,0,0,0,22.46999931,3.420000076,1
2234,29,Male,Mobile,23.05999947,5,2,8,1,0,1,24.5,44.52999878,1
2235,49,Female,Desktop,28.13999939,10,4,5,0,0,0,33.75999832,29.20999908,1
2236,49,Female,Mobile,15.84000015,10,9,6,0,1,1,12.13000011,31.73999977,1
2238,30,Male,Desktop,11.88000011,7,12,8,0,1,0,17.37000084,13.35999966,1
2239,48,Male,Mobile,4.239999771,18,2,9,0,0,0,4.210000038,76.40000153,1
2240,31,Male,Mobile,13.06999969,13,4,4,0,0,0,11.85999966,90.23999786,1
2241,37,Female,Mobile,23.90999985,11,10,5,0,1,0,17.51000023,25.95000076,1
2242,35,Female,Mobile,13.72000027,10,1,9,0,1,1,11.75,6.679999828,1
2246,46,Male,Desktop,25.82999992,3,2,4,1,0,1,18.88999939,43.00999832,1
2247,19,Female,Mobile,9.93999958,14,14,4,0,1,0,14.52000046,9.210000038,1
2248,40,Male,Tablet,24.82999992,16,4,4,0,1,1,27.45999908,14.68999958,1
2249,36,Female,Mobile,17.40999985,3,8,0,0,1,1,21.51000023,35.27000046,1
